id,query,url1,url2,winner,comment
849,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/apoorvasri25,https://linkedin.com/in/tiarne-hawkins,,
948,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/kenspratlin,https://linkedin.com/in/barakbussel,,
802,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/yogita-s-961b65246,https://linkedin.com/in/mike-white17,,
377,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/robbie-schnizler,https://linkedin.com/in/tiana-hendrix-92a285172,,
259,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/brandon-cassidy-655b03178,https://linkedin.com/in/art-ghazaryan-b601717,,
244,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/art-ghazaryan-b601717,https://linkedin.com/in/wanes-barsemian-md-mmm-6724619,,
867,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/tiffany-t4t5fgbe,https://linkedin.com/in/adam-salter-5105a12b,,
613,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/kashif-mohammed-kash-vp-softwareengineering,https://linkedin.com/in/raybahar,,
689,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/leungrandy,https://linkedin.com/in/logeorge,,
429,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/joestrongone,https://linkedin.com/in/shelly-mujtaba-492b43,,
529,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/varghesepalexander,https://linkedin.com/in/dev-stahlkopf,,
599,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/sabinecastagnet,https://linkedin.com/in/vlaslezin,,
55,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/shcheglovandrey,https://linkedin.com/in/olga-piontkowski,,
298,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/khoromskayad,https://linkedin.com/in/ronenolshansky,,
677,COO who speaks Russians with experience with working with companies who focus on education through content and sell courses. Only show people from the U.S.,https://linkedin.com/in/akbota-mussa-32b936192,https://linkedin.com/in/suziezeldin,,
713,COOs from small consumer hardware companies in California,https://linkedin.com/in/loreto-bagio-45a436169,https://linkedin.com/in/ned-tannenbaum-9289b656,,
158,COOs from small consumer hardware companies in California,https://linkedin.com/in/cristinacovblic,https://linkedin.com/in/gerardo-medina-142a21aa,,
494,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/ryanlopopolo,https://linkedin.com/in/johnfkraft,,
829,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/vishrutipatel,https://linkedin.com/in/songhe1,,
526,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/samanta-jess-,https://linkedin.com/in/scott-merritt-07aa5522b,,
884,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",https://linkedin.com/in/johnhartmann,https://linkedin.com/in/nicholas-hines-41ab2b18b,,
649,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/bruno-yoffe,https://linkedin.com/in/jonscott4,,
137,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/jason-huang-401116108,https://linkedin.com/in/crystalsorokin,,
445,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/gracezlu,https://linkedin.com/in/michaeljrcuriel,,
351,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/eflandro,https://linkedin.com/in/yconcordel,,
462,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/sapna-pandit,https://linkedin.com/in/luismanuelperez,,
534,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/markpi,https://linkedin.com/in/sean-hauser-107ab1a4,,
800,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/tarun-jeet-singh-515762142,https://linkedin.com/in/gopisubbaraj,,
365,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/steven-mccall-443725b,https://linkedin.com/in/kislyuk,,
265,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/armen-tsaturyan-27a9292b2,https://linkedin.com/in/evanhynes,,
656,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/jonathansimkin,https://linkedin.com/in/vageesh-setty-682542,,
942,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/alexandrkovalyov,https://linkedin.com/in/olegdrozdov,,
977,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/serhii-krutykov,https://linkedin.com/in/0xraduan,,
528,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,https://linkedin.com/in/mitchashby,https://linkedin.com/in/kamran-siddiqui-8314141b,,
355,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",https://linkedin.com/in/richardkimsf,https://linkedin.com/in/matthildebrandt,,
893,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",https://linkedin.com/in/michael-garcia-mbahr,https://linkedin.com/in/monica-nagar-choudhry-62666b15,,
767,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",https://linkedin.com/in/meghashree-chunchu,https://linkedin.com/in/kothakapa,,
184,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/matthew-prast-5b62b815,https://linkedin.com/in/yukosakai,,
583,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/ericsu921,https://linkedin.com/in/t-weiss,,
361,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/t-weiss,https://linkedin.com/in/shilligoss,,
363,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,https://linkedin.com/in/williammccullough,https://linkedin.com/in/courtney-burge-pmp-ssbb-85505643,,
936,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,https://linkedin.com/in/mkbconsulting,https://linkedin.com/in/nick-talone,,
72,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",https://linkedin.com/in/drsuelam,https://linkedin.com/in/volha-karpiyevich-18188a9,,
332,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",https://linkedin.com/in/peter-durlach-msft,https://linkedin.com/in/pratiprc,,
644,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,https://linkedin.com/in/marshall-ye,https://linkedin.com/in/seher-munivar,,
479,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,https://linkedin.com/in/chirag-patel-12a0aa25a,https://linkedin.com/in/suzzettemedina,,
810,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,https://linkedin.com/in/drashti-rashi-varshney-17b925215,https://linkedin.com/in/alexander-kuskov-recruitment,,
721,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,https://linkedin.com/in/brian-snow-10411a133,https://linkedin.com/in/drewhouston,,
635,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,https://linkedin.com/in/rpetersen,https://linkedin.com/in/mindyfinn,,
845,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",https://linkedin.com/in/narine-karamyan,https://linkedin.com/in/marina-lisinker-070a325,,
959,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/cnebeker,https://linkedin.com/in/tam-n-455a08199,,
917,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/stephaniekingho,https://linkedin.com/in/edwinaloh,,
44,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/jessicasullivan,https://linkedin.com/in/dani-shalmone,,
260,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/castrejon,https://linkedin.com/in/matthewjjordan,,
314,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/eveeburgard,https://linkedin.com/in/rosekomesar,,
554,Venture investor. Only show people from the U.S.,https://linkedin.com/in/jordan-epstein,https://linkedin.com/in/alexhartigan,,
256,Venture investor. Only show people from the U.S.,https://linkedin.com/in/haasv,https://linkedin.com/in/andrew-tan-b880b9142,,
668,Venture investor. Only show people from the U.S.,https://linkedin.com/in/meredithbaade,https://linkedin.com/in/bfeld,,
110,Venture investor. Only show people from the U.S.,https://linkedin.com/in/jason-m-65175a1b3,https://linkedin.com/in/jordan-epstein,,
985,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/ahmdtaha,https://linkedin.com/in/cetorres,,
208,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/markwaser,https://linkedin.com/in/vanparunak,,
425,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/jon-widger-a6344349,https://linkedin.com/in/jgerigmeyer,,
168,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,https://linkedin.com/in/jamie-vinson,https://linkedin.com/in/cissy-m-12485344,,
309,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,https://linkedin.com/in/hector-abrego-33438717,https://linkedin.com/in/revupllc,,
643,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,https://linkedin.com/in/karen-kennedy-143b6139,https://linkedin.com/in/melissa-pizor,,
989,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/rameshchindam,https://linkedin.com/in/cdevillasante,,
408,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/deepika-agarwal-bayarea,https://linkedin.com/in/albawangdesign,,
749,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/ziyi-jiang-design,https://linkedin.com/in/jessica-chen-a7a8ab22,,
281,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/marcia-r-aa8914,https://linkedin.com/in/danielle-mcdermott-,,
823,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/michael-murray-941a871,https://linkedin.com/in/monicapmendoza,,
822,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/caitlin-wells-93812524,https://linkedin.com/in/richard-muser-ii-02184238,,
978,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/daiwei-li-64918215,https://linkedin.com/in/ruchita-kulshrestha-g-25ab55288,,
816,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/garyzamorano,https://linkedin.com/in/bilal-k-ahmed,,
78,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,https://linkedin.com/in/timothybogert,https://linkedin.com/in/thomas-carey-27774522,,
294,founder of fintech startup. Only show people from the U.S.,https://linkedin.com/in/jacob-birn,https://linkedin.com/in/rodriguezfelix,,
215,founder of fintech startup. Only show people from the U.S.,https://linkedin.com/in/booshan,https://linkedin.com/in/jacob-birn,,
321,founders who sold their companies or did an IPO. Only show people from the U.S.,https://linkedin.com/in/jose-valero-a0661b23b,https://linkedin.com/in/mikejohns,,
650,founders who sold their companies or did an IPO. Only show people from the U.S.,https://linkedin.com/in/garyculliss,https://linkedin.com/in/sharathkoochana,,
865,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/kaleem-iqbal,https://linkedin.com/in/aboubacar-toure93,,
60,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",https://linkedin.com/in/tanavt,https://linkedin.com/in/diegomorales17,,
995,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",https://linkedin.com/in/hamza-khan22,https://linkedin.com/in/carymlevine,,
716,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",https://linkedin.com/in/hunterpowers,https://linkedin.com/in/raefer,,
697,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",https://linkedin.com/in/david-zimmerman-a442ab38,https://linkedin.com/in/christina-b-542440146,,
86,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",https://linkedin.com/in/kashifrzafar,https://linkedin.com/in/yueran-y-333a60107,,
199,product manager social referral and community mechanics in apps. Only show people from the U.S.,https://linkedin.com/in/seanacres,https://linkedin.com/in/tammy-beachem-25171183,,
941,product manager social referral and community mechanics in apps. Only show people from the U.S.,https://linkedin.com/in/meganvanostaeyen,https://linkedin.com/in/ambervirguesvictory,,
595,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",https://linkedin.com/in/jayhjlee,https://linkedin.com/in/maulik-1a310a247,,
237,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",https://linkedin.com/in/tim-uy-2783841,https://linkedin.com/in/jayhjlee,,
486,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,https://linkedin.com/in/kenleiserson,https://linkedin.com/in/dylan-kaplan-32351887,,
670,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,https://linkedin.com/in/jersmith22,https://linkedin.com/in/mike-preiner,,
