query_id,query,search_rank,docid,reranking_group
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",1,cathleen-major-0bb24826b,2.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",2,lesliereilly,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",3,tarrahlittle,3.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",4,joshua-garrett-74542110a,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",5,jandi-pope-b5028213b,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",6,jacob-soto-692029197,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",7,gina-madera-3710131a6,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",8,vilma-ortiz-315846216,1.0
52158,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",9,javier-paulino-a28a15228,1.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,0,helen-guo-06674523,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,1,dylan-kaplan-32351887,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,2,kimiloluwa,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,3,sauermary,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,4,benjones250,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,5,martin-claure-316980,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,6,kenleiserson,3.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,7,robymiller,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,8,psfinleystl,4.0
52160,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,9,jersmith22,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,0,daniel-choi-6499b7b,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,1,nickkalave,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,2,jeff-lee-6b5177145,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,3,vijay-lilaram-171b515,3.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,4,nick-lobuglio-5a9312b,3.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,5,stephanie-webb-3a96a72,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,6,victoriagersh,3.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,7,nathanknight,3.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,8,tina-woodhart,4.0
52155,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,9,amandalbradshaw,3.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,1,andrewstief,4.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,2,eli-alegria,4.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,3,timothybogert,2.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,4,williams-ida-62538913a,3.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,5,christinaxyz,3.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,8,angelaceccarelli,3.0
52161,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,9,reginascolaro,2.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",0,sundayshields,3.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",1,stacieratliff,3.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",2,kgrounds,4.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",5,yuri-alesin-72362182,2.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",6,harveyalcabes,3.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",7,troybarba,3.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",8,monica-nagar-choudhry-62666b15,3.0
52162,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",9,alex-dunlop-39b26889,2.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,1,daniel-choi-6499b7b,4.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,2,nickkalave,4.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,3,victoriagersh,3.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,4,tina-woodhart,4.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,5,amandalbradshaw,2.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,6,kttucker,3.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,7,shelliholland,2.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,8,melanie-oberman-4b612b9,4.0
52163,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,9,rorizane,4.0
52165,founder of fintech startup. Only show people from the U.S.,0,rodriguezfelix,4.0
52165,founder of fintech startup. Only show people from the U.S.,1,neelganu,4.0
52165,founder of fintech startup. Only show people from the U.S.,2,ryanfeit,4.0
52165,founder of fintech startup. Only show people from the U.S.,3,kenjiniwa,4.0
52165,founder of fintech startup. Only show people from the U.S.,4,billy-libby-76464b1,4.0
52165,founder of fintech startup. Only show people from the U.S.,5,bart-longson-b2a68448,4.0
52165,founder of fintech startup. Only show people from the U.S.,6,kylekamrooz,4.0
52165,founder of fintech startup. Only show people from the U.S.,7,reuven-mirlis-787a51104,4.0
52165,founder of fintech startup. Only show people from the U.S.,8,sabeer-nelliparamban,4.0
52165,founder of fintech startup. Only show people from the U.S.,9,patrickgannon,4.0
52166,Venture investor. Only show people from the U.S.,1,sameer-mehta-ventures,4.0
52166,Venture investor. Only show people from the U.S.,2,jeffdlee,4.0
52166,Venture investor. Only show people from the U.S.,3,jake-fuchs-7b5ab472,4.0
52166,Venture investor. Only show people from the U.S.,4,alexbangash,4.0
52166,Venture investor. Only show people from the U.S.,5,beau-allen-64335924,3.0
52166,Venture investor. Only show people from the U.S.,6,alexhartigan,4.0
52166,Venture investor. Only show people from the U.S.,7,adoralovestrand,4.0
52166,Venture investor. Only show people from the U.S.,8,dag-syrrist-987ba65,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",1,jeff-johnson-9487a25,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",2,jtorello,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",3,vineetmahajan,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",4,mmohen,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",5,jessetolson,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",6,carltrudel,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",7,christopher-hemminger-78610221b,4.0
52167,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",9,hunterpowers,4.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,0,camil-ward-59576071,2.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,3,emilysteele12,2.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,4,kim-faria-wallace-a6183a212,2.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,6,duke-yancey-8a0a2b12,1.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,7,jesse-price-88ba2779,2.0
52168,product manager social referral and community mechanics in apps. Only show people from the U.S.,8,william-newlon-95b515179,1.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,0,dunnwilliam1,2.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,1,e-a,4.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,2,sarah-kim-0b3a0786,4.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,3,laurenpuliafico,3.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,4,gretchenmacon,2.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,5,mike-white17,2.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,6,daleyj,4.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,7,ahranlee121288,2.0
52169,Amazon PPC Specialist in e-commerce sector in Boston,8,tiana-hendrix-92a285172,2.0
