query_id,query,search_rank,docid,reranking_group
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,2,pete-higgins-964572116,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,5,rmeji1,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,6,ted-nichols-92233440,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,7,davidkapp,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,8,ebengeer,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,9,thomasfreemanusf,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,0,henrylu1,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,1,alexspaul,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,2,jaeyongsung,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,3,darrenalilim,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,4,ronak-v-6652b869,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,5,chris-powers,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,6,cameron-froehlich-84b86891,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,7,jlo1,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,8,andyqi,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,9,michael-ngo-eng,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",0,pavankumarbanakar,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",1,stanlyshellyg,3.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",2,gabecordova,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",3,kothakapa,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",4,pradeep-s-shet-697a4a115,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",5,bryan-chan-53b16312,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",6,jimmykchan,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",7,yang-yang-65aa594b,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",8,andrew-x-m-a96a6774,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",9,sam33rs,4.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",1,alexander-dorofeev-05b864323,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",2,volodymyrkysil,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",3,eugene-levin-ph-d-b5186116,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",4,alexander-alex-safronov,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",5,misha-myahkostupov-ph-d-b0625a16,3.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",6,sergey-latyshev-114a8728,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",7,jeffrey-w-19139414,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",8,pavel-savechenkov-3189a7a5,2.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",9,tanya-berbasova-6391a661,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",0,john-zinger-493139219,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",1,jakeflaherty1,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",2,jpkenley,1.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",3,matthew-hoyle-25878965,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",4,bobbyloftus,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",5,adam-salter-5105a12b,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",7,george-black-612b5927b,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",8,dan-m-b435a617a,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",9,emerson-abromavage,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,0,sontngo4,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,1,suzzettemedina,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,2,janielle-rodriguez,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,3,adrianbarreto26,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,4,andrevnguyen,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,5,john-mead-ba5a21268,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,6,veronica-sugrue-mba-27643410a,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,7,rhea-roy-ganguly,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,8,techtiffrecruits,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,9,eginn,1.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,0,kshanti,4.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,1,philliprnakata,4.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,2,christsmall,4.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,3,vanparunak,3.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,4,devinfidler,4.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,6,danvancekimball,4.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,7,jon-widger-a6344349,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,8,allenholub,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,9,markwaser,3.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,1,marshall-ye,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,2,philip-mccullick-6529977,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,3,scott-mayle,3.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,4,ryan-seabury,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,5,lee-0-eugene,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,6,nicoloss,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,7,marsh-lefler-1008313,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,8,maxseva95,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,9,rparasiliti,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",0,michaelbenjaminproductinnovationexecutive,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",1,blanesanders,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",2,michael-brunner-95a391a,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",3,chris-lehmann,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",4,daryl-marvin,3.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",5,michael-dubnansky-9a521221,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",6,david-beal-63663b4b,4.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",7,michael-wynblatt-56b6,1.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",8,philmarks81,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",9,jserenson,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,0,carlyelkins,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,1,ken-kaiser-09526022,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,2,sethtpreston,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,3,williamrdietrich,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,4,michael-murray-941a871,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,5,elise-m-morrison,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,6,alisonmartin,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,7,danielle-mcdermott-,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,8,caseyjkennedy,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,9,brooke-stretch-736ba2148,2.0
49204,COOs from small consumer hardware companies in California,0,danielyoon,3.0
49204,COOs from small consumer hardware companies in California,1,valrogers1,4.0
49204,COOs from small consumer hardware companies in California,2,jvoges,4.0
49204,COOs from small consumer hardware companies in California,3,huntbrian,4.0
49204,COOs from small consumer hardware companies in California,4,kellan-o-connor-1203203,2.0
49204,COOs from small consumer hardware companies in California,5,gerardo-medina-142a21aa,2.0
49204,COOs from small consumer hardware companies in California,6,ed-white6,1.0
49204,COOs from small consumer hardware companies in California,7,dana-lindsay-04051461,2.0
49204,COOs from small consumer hardware companies in California,8,lenore-edman-86577a6,2.0
49204,COOs from small consumer hardware companies in California,9,kevinpope,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",0,roshnimmathur,
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",1,xufeiwang-eric,3.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",2,karinasu,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",3,yinjwang,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",4,yixuan-luo,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",5,yunjieyao,2.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",6,soniasierra,3.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",7,aviuxd,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",8,ewading,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",9,marcusbothsa,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,0,ferasdev,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,1,ameer-ellaboudy-7455b77,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,2,heath-attia,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,3,caleb-m-levy,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,4,dungvt,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,5,keerthirajn,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,6,marek-hadlaw-4869361,3.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,7,kevin-keogh-a52a3584,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,8,ethan-zhou-0499951,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,9,jessica-eindhoven-260388198,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,0,harris-osserman,3.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,1,tristanwalker,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,2,nirajshah10,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,3,drewhouston,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,4,reggieaggarwal,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,5,robryanascend,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,6,gavin-zuchlinski-30b06885,3.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,7,shutterstock,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,8,frankslootman,3.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,9,robertkalin,4.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,0,braden-everson,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,1,andrewgazelka,3.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,2,rufus-wong-40721611b,3.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,3,sam-g-514859b7,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,4,nick-wallick-0b7161206,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,5,anders-rottschafer-b63848133,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,6,sebastian-king,3.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,7,kai-dewey,3.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,8,kaelinl,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,9,varun-kamath,1.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,0,ryantwalker,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,1,jennamclaughlin,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,2,nolanantonucci,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,3,ryan-bishop-28323835,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,4,ana-carmela-agapay-385a00139,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,5,yogita-s-961b65246,4.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,6,meggleason,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,7,lewis-mustoe-549054127,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,8,robbie-schnizler,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,9,dnemeroff,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,0,castrejon,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,1,liz-fowler,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,2,layth-zayed-94353249,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,4,rosekomesar,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,5,linda-marina-48022411b,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,6,jessicasullivan,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,7,tam-n-455a08199,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,8,sarah-jones-b4b608175,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,9,syeasar,4.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,0,heatherarbiter,3.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,1,productgrowth,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,2,brice-morrison-617a954,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,3,vinayakvedantam,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,4,daniel-uhm-99805670,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,5,seanacres,4.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,6,kimmi-wall-55361913,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,7,sean-baeyens,3.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,8,ahmed-s-hassan,4.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,9,meganvanostaeyen,4.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",0,hari-bala1,4.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",1,diegomorales17,4.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",2,noel-calhoun-462b0712,4.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",3,oliver-collins-930784243,3.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",4,manishmehta2,3.0
