query_id,query,search_rank,docid,reranking_group
49182,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",9,vbkotecha,1.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,0,kamran-siddiqui-8314141b,1.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,1,kaleem-iqbal,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,2,david-full-stack-blockchain-developer,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,3,daniel-johnson-8689732bb,1.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,4,shahbaz-ali7,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,5,elkammar,1.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,6,keyon-elam-22a032325,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,7,samuelcasilva,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,8,bingqian-y,2.0
49183,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,9,zain-i-711280210,1.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,0,chen-wei-christopher-hong-4b189162,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,1,alexckyeung,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,2,igal-babushkin,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,3,vinodpgowda,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,4,devanshshri,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,5,bvaishnavi91,1.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,6,virat-rahul-4a981b2a2,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,7,carl-thronson,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,8,kurraroopkanth,2.0
49187,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,9,json-mern-jee,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",0,kishor-hasyagar-65202934,4.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",1,galenkerber,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",2,abdelhafid-bouhraoua,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",4,vishwa-shah-719143154,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",5,narendra-yellapu,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",6,amir-alavi-75408910,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",7,divya-bora-2ab3b0115,3.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",8,kambiz-kam-zamani-21aa28a,2.0
49188,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",9,paul-w-098753145,4.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",0,vladimir-sofiyev-a6907116,4.0
49189,"Senior Organic Chemist California, Berkeley PhD Management skills Russian speaking Organic lab experience. Only show people from the U.S.",1,dimitrikhrakovsky,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",0,alexkjames,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",1,hardyvyas,1.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",2,paras-mughal-078774207,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",3,mounir-elnaggar,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",4,uchechukwu-ajuzieogu,1.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",5,michael-bernstein-17b81264,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",6,michaelanorman,1.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",7,emmanuelaladepmpacp,1.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",8,austinkaylormiller,2.0
49190,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",9,tiffany-t4t5fgbe,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,0,supriya-roy-1130352a0,3.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,1,abhishek-tripathi-ba84aa23b,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,2,drashti-rashi-varshney-17b925215,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,3,pavan-silveri-48aa43236,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,4,sheryl-lynn-soon-5b274324b,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,5,akshita-rana-2107151b8,1.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,6,panax-xie-0146b1322,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,7,ea-denise-noveno-0ab3a426b,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,8,nora-shafi-b6665a1b8,2.0
49192,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,9,coleen-e-57160a19a,1.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,0,alexakhremenko,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,1,aaron-drake-seattle,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,2,ricardoangrisani,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,3,cetorres,3.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,4,ifedunni,1.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,5,anuja-gokhale,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,6,felipe-cembranelli-9223191,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,7,paulkruger,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,8,swanand-deshmukh-engg,2.0
49194,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,9,sidray,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,0,katelynrblock,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,1,seher-munivar,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,2,chris-gutierrez-ca,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,3,johndeis,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,4,patrick-mcdonnell-pmp-csm-0517062,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,5,terry-taylor-biz,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,6,stevegershen,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,7,nicole-leser-2a22a215b,1.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,8,jim-o-a5b45a66,2.0
49199,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,9,aiman-afzal-86aa9b49,1.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",0,nebi-alemu-787877b,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",1,christinewilkes,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",2,touseef-bari,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",3,pratiprc,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",4,volha-karpiyevich-18188a9,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",5,opsmgrstevenhunt,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",6,albivela,2.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",7,sudha-a-02522740,1.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",8,davidmillaud,3.0
49200,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",9,bryantmartin7,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,0,luanalapatra,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,1,leeasplund,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,2,jessicalmorrell,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,3,shanemcquade,4.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,4,monicapmendoza,1.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,5,finne,3.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,6,glorieroosenberg,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,7,dan-kaus,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,8,gparmar1,2.0
49201,digital marketer manager with experience in the biotech. Only show people from the U.S.,9,rileybeard,2.0
49204,COOs from small consumer hardware companies in California,0,timothy-dominguez-03ab3844,2.0
49204,COOs from small consumer hardware companies in California,1,soummya-d-a846671,1.0
49204,COOs from small consumer hardware companies in California,2,michaelvyvoda,2.0
49204,COOs from small consumer hardware companies in California,3,davidgilles,2.0
49204,COOs from small consumer hardware companies in California,4,martinkloiber,2.0
49204,COOs from small consumer hardware companies in California,5,michael-sobolewski,2.0
49204,COOs from small consumer hardware companies in California,6,lyes-bouhazem-145765146,1.0
49204,COOs from small consumer hardware companies in California,7,loreto-bagio-45a436169,3.0
49204,COOs from small consumer hardware companies in California,8,roland-delarosa,3.0
49204,COOs from small consumer hardware companies in California,9,michael-strong-490838208,2.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",0,yinjian-huang,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",1,vikas-bhutani-04804a24,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",2,jan-newberry,2.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",3,chanchalagrawal,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",4,georgegevorkian,2.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",5,kunjvyas26,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",6,edwardamaral,2.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",7,nima-parsa-pd,4.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",8,achyut-khanpara,3.0
49208,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",9,shravan-gururaj-89269295,4.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,0,alvinzhu88,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,1,jayant1408,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,2,apurv-tiwari-887ab932,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,3,ujjawal-prasad,1.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,4,lucas-mckenna-79269053,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,5,bingai1985,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,6,ankur-deka,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,7,supreethrao,2.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,8,sagarmanglani,3.0
49211,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,9,rreynoso8,4.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,0,staymuree,3.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,1,jasmineellis,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,2,timothy-smith-93728121,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,3,luke-mcentee-0872aa132,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,4,wael-jbara-91609b49,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,5,luther,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,6,sharathkoochana,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,7,shilpa-nayak-a26a31142,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,8,jose-valero-a0661b23b,1.0
49216,founders who sold their companies or did an IPO. Only show people from the U.S.,9,ilakkmanoharan,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,0,wei-lan-7a835a5,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,1,jaikpet,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,2,jon-b-44a04bb,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,3,laumingfei,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,4,hussain-ghonem-966340244,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,5,antukhov,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,6,ahmadnwirah,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,7,kusum-grandhi,2.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,8,elliotsasson,1.0
49229,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,9,ragheb-raad-548262162,1.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,0,lynnelhillow,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,1,1lb,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,2,anthony-quagliata,3.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,3,lois-warden,1.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,4,kraig-hill-mba-52b01a180,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,5,danielle-roller-mba-14306532,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,6,rachel-ramos-,1.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,7,pooja-rajbhar-2390a81aa,2.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,8,drew-caporale-444508b1,1.0
49239,Amazon PPC Specialist in e-commerce sector in Boston,9,brihopeperry,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,0,nadia-langha,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,1,rueben-,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,2,catherinegutierrez,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,3,prashantsinghpmp,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,4,eveeburgard,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,5,sujayadarke,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,6,philrizkalla,2.0
49247,VP of Marketing based in LA with strong understandings of data analytics,7,cnebeker,4.0
49247,VP of Marketing based in LA with strong understandings of data analytics,8,eduardocastro11,3.0
49247,VP of Marketing based in LA with strong understandings of data analytics,9,darrenpitchford,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,0,anna-alesi,1.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,1,matthewauster,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,2,chantelleta,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,3,morgan-pastner-jaffe,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,5,koss,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,6,bryonhart,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,7,priyanka-sharma-01279539,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,8,product-winston,2.0
49253,product manager social referral and community mechanics in apps. Only show people from the U.S.,9,ambervirguesvictory,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",0,edwardmangini,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",1,cklam12345,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",2,rajkiranpanuganti,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",3,mkurniawan,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",4,joaquinmarques,3.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",5,yashs98,2.0
49263,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",6,cornell-g,1.0
